Time,Node,AC,Link0_Score,Link1_Score,ChosenLink,Switched,L0_Delay,L1_Delay,L0_Jitter,L1_Jitter,L0_Loss,L1_Loss,L0_Tp,L1_Tp
2.32744,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32746,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32752,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32754,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.3276,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32761,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32767,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32769,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32775,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32777,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32783,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32784,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.3279,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32792,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32798,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.328,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32806,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32807,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32813,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32815,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32821,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32823,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32829,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.3283,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32836,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32838,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32844,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32846,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32852,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32853,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.3286,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32861,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32867,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32869,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32875,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32876,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32883,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32884,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.3289,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32892,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32898,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.329,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32906,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32907,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32913,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32915,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32921,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32923,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32929,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.3293,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32936,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32938,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32944,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32946,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32952,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32953,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32959,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32961,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32967,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32969,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32975,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32976,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32982,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32984,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.3299,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32992,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.32998,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.32999,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33005,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33007,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33013,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33015,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33021,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33022,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33028,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.3303,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33036,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33038,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33044,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33045,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33052,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33053,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33059,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33061,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33067,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33068,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33075,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33076,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33082,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33084,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.3309,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33092,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33098,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33099,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33105,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33107,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33113,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33115,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33121,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33122,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33128,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.3313,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33136,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33138,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33144,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33145,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33151,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33153,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33159,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33161,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33167,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33168,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33174,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33176,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33182,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33184,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.3319,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33191,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33197,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33199,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33205,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33207,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33213,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33214,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.3322,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33222,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33228,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.3323,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33236,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33237,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33244,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33245,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33251,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33253,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33259,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.3326,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33267,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33268,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33274,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33276,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33282,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33284,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.3329,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33291,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33297,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33299,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33305,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33307,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33313,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33314,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.3332,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33322,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33328,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.3333,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33336,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33337,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33343,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33345,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33351,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33353,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33359,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.3336,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33366,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33368,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33374,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33376,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33382,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33383,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33389,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33391,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33397,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33399,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33405,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33406,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33412,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33414,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.3342,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33422,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33428,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33429,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33436,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33437,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33443,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33445,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33451,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33452,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33459,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.3346,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33466,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33468,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33474,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33476,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33482,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33483,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33489,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33491,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33497,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33499,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33505,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33506,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33512,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33514,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.3352,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33522,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33528,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33529,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33535,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33537,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33543,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33545,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33551,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33552,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33558,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.3356,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33566,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33568,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33574,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33575,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33581,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33583,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33589,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33591,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33597,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33598,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33604,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33606,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33612,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33614,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.3362,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33621,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33628,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33629,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33635,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33637,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33643,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33644,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33651,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33652,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33658,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.3366,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33666,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33668,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33674,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33675,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33681,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33683,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33689,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33691,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33697,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33698,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33704,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33706,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33712,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33714,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.3372,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33721,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33727,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33729,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33735,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33737,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33743,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33744,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.3375,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33752,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33758,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.3376,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33766,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33767,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33773,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33775,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33781,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33783,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33789,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.3379,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33796,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33798,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33804,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33806,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33812,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33813,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.3382,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33821,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33827,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33829,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33835,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33836,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33843,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33844,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.3385,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33852,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33858,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.3386,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33866,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33867,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33873,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33875,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33881,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33883,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33889,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.3389,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33896,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33898,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33904,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33906,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33912,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33913,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33919,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33921,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33927,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33929,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33935,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33936,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33942,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33944,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.3395,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33952,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33958,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33959,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33965,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33967,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33973,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33975,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33981,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33982,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33988,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.3399,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.33996,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.33998,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.34004,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
2.34005,AP,2,0.618661,1.04598,1,0,0,0,0,0,0,0,0,151.03
2.34012,AP,3,0.963976,1.04364,1,0,0,0,0,0,0,0,0,157.405
