Time,Node,AC,Link0_Score,Link1_Score,ChosenLink,Switched,L0_Delay,L1_Delay,L0_Jitter,L1_Jitter,L0_Loss,L1_Loss,L0_Tp,L1_Tp
1.50238,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50246,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50253,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50261,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50269,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50276,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50284,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50292,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.503,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50307,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50315,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50323,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.5033,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50338,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50346,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50353,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50361,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50369,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50376,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50384,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50392,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50399,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50407,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50415,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50422,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.5043,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50438,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50445,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50453,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50461,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50468,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50476,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50484,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50492,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50499,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50507,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50515,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50522,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.5053,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50538,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50545,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50553,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50561,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50568,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50576,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50584,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50591,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50599,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50607,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50614,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
1.50622,AP,3,0.963976,0.993976,1,0,0,0,0,0,0,0,0,0
